SR,DEW,TEM,TEM_MAX,TEM_MIN,WS_MAX,WS_MIN,WS,RH,RF
15.74,24.29,3.66,28.38,24.73,1.47,0.36,1.12,88.75,20.88
15.25,24.1,4.25,28.15,23.9,2.69,0.86,1.83,91.56,45.66
14.5,22.51,6.01,28.82,22.81,2.46,0.61,1.85,83.94,28.37
19.56,23.09,4.88,28.94,24.06,1.35,0.03,1.32,83.12,4.25
20.9,23.73,5.71,30.06,24.35,1.62,0.16,1.45,84.25,3.85
19.29,23.9,6.12,30.41,24.3,1.51,0.23,1.27,85.62,9.77
19.38,23.77,7.67,31.43,23.76,1.5,0.8,0.7,83.81,5.44
19.27,24,5.38,29.12,23.75,1.6,0.25,1.35,88.56,5.74
17.51,24.15,4.03,28.58,24.55,2.09,0.45,1.64,89.88,13.02
20.32,22.96,5.62,29.72,24.1,1.16,0.41,0.75,82.06,13.9
19.61,23.89,4.36,28.9,24.54,1.83,0.37,1.46,84.44,5.18
13.06,24.05,4.98,29.47,24.5,2.18,0.13,2.05,86.56,20.71
17.27,22.69,6.15,29.73,23.58,1.52,0.27,1.24,81.81,7.16
21.14,23.51,6.7,30.72,24.02,0.98,0.13,0.85,82.06,15.84
13.19,23.31,4.04,28.86,24.82,0.77,0.12,0.66,83.19,12.22
14.11,22.57,5.12,28.55,23.43,1.2,0.55,0.64,83.31,7.95
17.96,23.14,6.6,30.04,23.43,1.06,0.26,0.8,83.81,4.56
14.13,24.14,3.88,28.5,24.62,1.13,0.05,1.09,89.56,14.16
20.6,23.47,3.42,27.75,24.33,1.03,0.3,0.74,87.31,4.81
19.41,24.44,3.23,27.56,24.33,1.08,0.21,0.86,91.94,7.43
19.46,24.29,6.62,30.81,24.19,1.55,0.08,1.47,85.38,19.36
17.37,24.64,4.48,29.36,24.87,1.52,0.32,1.2,89.62,33.48
4.99,24.06,3.76,28.04,24.28,2.04,0.8,1.23,91.44,19.69
12.37,24.07,3.07,26.98,23.92,1.98,0.8,1.17,93.12,17.3
10.78,23.82,3.66,27.58,23.93,2.34,1.25,1.09,91.56,12.69
10.91,23.35,3.2,27.11,23.92,3.1,0.74,2.36,89.81,18.24
14.57,23.36,5.1,28.97,23.87,1.65,0.39,1.26,85.75,2.93
19.3,23.66,5.71,29.65,23.95,1.14,0.39,0.75,85.94,1.98
17.75,23.74,4.53,28.74,24.22,1.4,0.65,0.75,86.12,5.52
9.8,23.88,2.33,26.4,24.07,2.02,0.62,1.39,93.06,24.44
10.35,23.58,4.22,28.05,23.84,2.34,0.68,1.66,89.69,19.03
19.02,23.68,4.55,28.3,23.75,1.82,0.69,1.13,88.94,3.06
20.86,24.26,3.68,28.38,24.7,1.65,0.78,0.87,89.69,7.94
18.99,23.48,5.45,29.92,24.47,1.34,0.23,1.11,84,8.69
19.09,24.04,4.48,29.05,24.57,1.61,0.16,1.45,87.38,5.71
15.55,23.87,3.38,27.59,24.22,1.2,0.34,0.86,90.44,15.05
16.1,23.71,5.38,29.42,24.04,1.02,0.25,0.77,85.69,16.49
12.99,23.98,1.94,26.08,24.15,3,0.08,2.92,94.56,34.75
11.37,23.29,4.92,28.4,23.48,1.8,0.45,1.36,89,5.43
15.71,23.48,4.55,28.32,23.77,1.09,0.27,0.82,88.25,6.25
10.83,23.62,5.33,28.73,23.39,2.42,0.27,2.16,89.88,15.34
9.28,23.61,2.71,26.45,23.74,2.71,1.3,1.41,93.19,23.91
16.59,23.47,3.52,27.42,23.9,1.7,0.77,0.93,89.06,4.72
15.38,23.12,5.19,28.33,23.14,1.64,0.63,1.01,86,6.49
9.12,23.83,3.8,28.19,24.38,1.47,0.36,1.11,89.81,16.28
10.05,23.54,3.41,27.02,23.62,1.4,0.09,1.31,91.06,23.26
18.06,23.07,5.05,27.98,22.92,2.45,1.2,1.25,89.56,2.96
19.59,22.26,7.02,28.73,21.71,2.54,1.48,1.05,87.19,2.02
16.74,21.61,7.73,28.99,21.26,2.09,1.18,0.91,83.56,0.18
21.94,22.26,6.98,29.08,22.1,1.71,0.85,0.86,85.06,1.6
22.34,22.95,8.24,30.24,22,2.27,0.62,1.63,85.38,1.15
21.43,22.44,7.07,29.62,22.56,2.42,1.29,1.13,84.62,1.46
19.27,22.97,7.36,29.87,22.51,2.39,0.51,1.88,85.5,6.96
19.05,22.69,7.66,29.87,22.22,1.84,1.05,0.79,85.06,1.92
21.61,22.43,8.02,29.97,21.96,1.98,0.77,1.2,83.88,0.56
19.21,22.98,7.66,30.01,22.34,1.66,0.8,0.86,85.44,3.86
19.17,23.05,7.78,30.07,22.29,1.79,1.05,0.74,86.19,2.8
18.55,23.24,7.02,29.36,22.33,1.77,0.93,0.84,87.75,3.79
9.46,23.38,4.71,27.65,22.93,2.12,1.2,0.92,90.94,7.28
5.66,24.12,2.81,26.61,23.8,2.69,1.48,1.2,95,31.92
8.4,23.6,3.11,26.64,23.53,3.09,1.8,1.29,93.06,14.16
9.48,22.05,1.79,24.66,22.87,2.61,1.05,1.55,91.06,8.32
20.2,22.34,7.02,29.1,22.08,1.69,0.34,1.34,83.06,1.34
8.79,23.39,6.42,29.89,23.47,1.57,0.64,0.93,84.62,2.59
16.19,23.3,4.77,28.52,23.76,1.52,0.49,1.02,87.81,1.54
20.52,23.24,5.57,28.83,23.26,1.73,1.09,0.64,87.31,0.55
22.07,22.85,6.96,29.6,22.65,1.37,0.88,0.48,85,0.69
22.42,22.87,7.84,30.55,22.72,1.55,0.55,1,82.38,0.71
22.58,22.96,8.09,30.55,22.46,1.91,0.59,1.31,83.62,1.26
22.31,22.32,8.21,30.15,21.94,1.91,0.93,0.99,83.44,0.69
19.48,22.4,8.52,30.06,21.55,1.99,0.59,1.4,84.06,0.4
19.03,22.95,7.99,29.84,21.85,2,0.61,1.4,85.38,3.41
12.31,23.24,6.7,29.46,22.76,2.62,1.45,1.16,88.69,5.04
14.03,22.83,5.83,29.05,23.23,2.95,1.2,1.76,86.56,2.72
15.9,22.72,6.12,28.64,22.51,2.6,1.2,1.4,87.94,1.68
